,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,Label
0,7.52785,100.0,22.2,47.8,13.0,925,951,938,954,0
1,7.430060000000001,100.0,22.2,47.8,12.9,931,953,935,950,0
2,7.406689999999997,100.0,22.2,47.8,13.0,932,952,937,950,0
3,7.52365,100.0,22.2,47.9,13.0,923,950,942,950,0
4,7.43734,100.0,22.3,47.6,13.3,920,952,945,954,0
5,7.52263,100.0,22.4,47.4,12.9,866,951,940,952,0
6,7.4409,100.0,22.5,48.2,13.1,846,949,937,950,0
7,7.4328699999999985,100.0,22.5,48.2,14.3,912,912,951,951,1
8,7.34301,100.0,22.5,48.3,13.2,922,948,949,951,0
9,7.3538,100.0,22.7,46.9,13.1,943,951,934,951,0
10,7.401489999999999,100.0,22.7,43.8,12.9,941,952,932,951,0
11,7.36877,100.0,22.7,43.1,12.9,929,950,949,951,0
12,7.42307,100.0,22.7,43.1,13.0,918,951,941,952,0
13,7.432469999999999,100.0,22.7,43.0,13.0,936,949,925,954,0
14,7.3372600000000014,100.0,22.9,43.8,13.2,932,950,940,950,0
15,7.35323,100.0,22.9,44.6,13.1,854,950,937,952,0
16,7.377569999999999,100.0,22.9,44.7,13.2,924,821,936,954,0
17,7.40309,100.0,22.9,44.8,12.9,822,951,929,950,0
18,7.44848,100.0,23.2,46.3,13.1,905,906,942,950,0
19,7.339180000000002,100.0,23.2,46.3,12.9,934,944,946,955,0
20,7.4394300000000015,100.0,23.2,46.3,12.9,937,952,947,953,0
21,7.510789999999999,100.0,23.2,46.3,12.9,929,952,941,954,0
22,7.35657,100.0,23.2,46.3,13.3,879,953,952,952,0
23,7.352060000000002,100.0,23.2,46.3,13.0,831,951,935,949,0
24,7.4304,100.0,23.2,46.4,13.1,911,936,954,951,0
25,7.42342,100.0,23.2,46.4,12.8,934,933,931,953,0
26,7.34858,100.0,23.2,46.4,13.0,927,952,942,949,0
27,7.3639,100.0,23.2,46.5,13.1,818,952,941,951,0
28,7.3458,100.0,23.3,46.4,13.0,941,937,927,949,0
29,7.4043199999999985,100.0,23.3,46.4,13.0,933,951,938,952,0
30,7.3597199999999985,100.0,23.3,46.4,12.9,929,953,940,949,0
31,7.44327,100.0,23.4,46.4,13.0,935,951,939,951,0
32,7.34858,100.0,23.4,46.6,13.1,939,952,952,953,0
33,7.37978,100.0,23.4,46.6,13.0,819,952,924,952,0
34,7.40114,100.0,23.4,46.6,13.0,933,955,931,956,0
35,7.40497,100.0,23.4,46.8,13.0,873,952,947,954,0
36,7.45208,100.0,23.4,46.9,13.0,936,936,947,951,1
37,7.438039999999999,100.0,23.4,46.9,13.2,762,954,923,953,0
38,7.47146,100.0,23.4,46.6,13.0,929,937,947,950,0
39,7.4829,100.0,23.4,46.6,12.9,941,952,925,949,0
40,7.332219999999999,100.0,23.4,46.7,13.1,941,952,930,951,1
41,7.4001,100.0,23.4,46.7,13.0,860,951,946,953,0
42,7.44813,100.0,23.3,46.7,13.0,924,942,941,952,0
43,7.34162,100.0,23.5,46.8,13.0,925,951,939,950,0
44,7.451060000000001,100.0,23.5,46.9,13.1,937,949,940,951,0
45,7.42024,100.0,23.4,46.7,12.9,884,951,944,950,1
46,7.39105,100.0,23.4,46.5,12.9,920,946,940,951,0
47,7.48747,100.0,23.4,46.2,12.9,928,948,938,950,0
48,7.33988,100.0,23.5,45.5,13.1,848,952,943,952,0
49,7.468669999999999,100.0,23.5,44.6,13.1,928,917,947,950,0
50,7.4439600000000015,100.0,23.5,44.5,13.1,920,951,948,950,0
51,7.45343,100.0,23.5,44.2,13.2,931,913,943,951,0
52,7.32108,100.0,23.5,43.4,13.0,933,953,948,950,0
53,7.337089999999999,100.0,23.5,43.2,13.1,871,950,936,954,0
54,7.367380000000002,100.0,23.5,42.8,13.1,941,935,933,950,0
55,7.3879100000000015,100.0,23.5,42.4,13.0,858,951,937,951,0
56,7.4363,100.0,23.5,42.6,13.1,935,937,923,949,0
57,7.40026,100.0,23.5,42.7,12.9,940,952,927,954,1
58,7.329089999999999,100.0,23.5,43.0,12.9,757,952,937,951,0
59,7.398560000000002,100.0,23.5,43.0,13.1,944,945,936,952,0
60,7.46937,100.0,23.5,43.1,12.9,840,951,941,952,0
61,7.396960000000001,100.0,23.5,43.1,13.0,871,935,939,952,0
62,7.34023,100.0,23.5,43.1,12.9,912,939,935,950,1
63,7.44048,100.0,23.5,43.1,12.9,938,945,925,951,0
64,7.424460000000002,100.0,23.5,43.2,13.0,942,951,930,953,0
65,7.365289999999999,100.0,23.5,43.2,13.0,932,952,922,949,0
66,7.37155,100.0,23.5,43.4,13.0,933,951,940,951,0
67,7.32561,100.0,23.5,43.5,12.9,869,951,930,948,1
68,7.39279,100.0,23.5,43.6,13.0,922,941,941,949,0
69,7.38652,100.0,23.5,43.8,14.8,936,948,920,952,0
70,7.419589999999999,100.0,23.5,43.9,12.9,933,951,940,952,0
71,7.42238,100.0,23.5,44.0,12.9,946,952,940,950,1
72,7.447789999999999,100.0,23.5,44.1,13.0,932,951,940,952,0
73,7.409839999999999,100.0,23.5,44.1,13.0,946,951,931,949,0
74,7.3750300000000015,100.0,23.6,44.1,13.1,944,951,926,951,0
75,7.405360000000001,100.0,23.8,46.0,11.8,961,850,961,905,0
76,7.39019,100.0,23.8,46.0,11.7,944,849,968,905,0
77,7.427119999999999,100.0,23.8,46.0,11.7,963,849,975,906,0
78,7.397660000000001,100.0,23.8,46.0,11.7,953,849,969,905,0
79,7.411289999999997,100.0,24.0,43.6,11.7,969,849,966,906,0
80,7.392819999999999,100.0,24.0,43.5,11.7,963,849,959,904,0
81,7.396960000000001,100.0,24.0,43.6,11.7,959,849,975,906,0
82,7.3907,100.0,24.0,43.6,11.7,978,848,974,905,0
83,7.3967800000000015,100.0,24.0,43.6,11.7,954,850,950,904,0
84,7.36578,100.0,24.0,43.6,12.3,963,843,976,905,0
85,7.42646,100.0,24.1,44.2,11.8,976,844,975,906,0
86,7.42433,100.0,24.2,44.9,11.6,971,844,967,906,0
87,7.337789999999999,100.0,24.3,44.5,12.0,967,843,970,905,0
88,7.41367,100.0,24.3,44.5,11.7,963,843,975,904,0
89,7.44361,100.0,24.3,44.5,11.9,961,843,972,903,0
90,7.400530000000002,100.0,24.3,44.5,11.6,965,843,968,904,0
91,7.36051,100.0,24.3,44.5,11.9,969,844,965,904,0
92,7.38425,100.0,24.3,44.5,11.8,967,844,957,905,0
93,7.419869999999999,100.0,24.3,44.5,11.7,952,845,956,905,0
94,7.38513,100.0,24.3,44.4,11.8,950,842,974,905,0
95,7.395569999999997,100.0,24.3,44.1,11.8,941,843,973,904,0
96,7.462739999999997,100.0,24.3,44.0,11.7,945,841,970,903,0
97,7.40045,100.0,24.3,43.7,11.8,960,843,962,904,0
98,7.34995,100.0,24.3,43.7,11.8,969,843,965,904,0
99,7.351269999999999,100.0,24.3,43.6,11.8,929,842,961,905,0
100,7.383589999999999,100.0,24.3,43.6,12.1,974,842,939,904,0
101,7.43734,100.0,24.3,43.6,11.8,925,843,963,904,0
102,7.42272,100.0,24.3,43.6,11.7,909,842,938,904,0
103,7.36578,100.0,24.2,43.6,11.7,943,844,935,905,0
104,7.436560000000001,100.0,24.2,44.0,11.7,956,842,932,904,0
105,7.49703,100.0,24.2,44.0,11.9,924,842,945,905,0
106,7.40671,100.0,24.2,44.1,11.7,974,843,945,905,0
107,7.374689999999997,100.0,24.2,44.2,11.9,943,841,946,904,0
108,7.34468,100.0,24.2,44.2,11.6,950,841,930,904,0
109,7.304089999999999,100.0,24.3,45.1,252.7,969,842,965,901,0
110,7.3183,100.0,24.3,45.5,11.7,945,819,973,875,0
111,7.440819999999999,100.0,24.3,45.6,11.7,949,818,970,876,0
112,7.3638,100.0,24.3,45.6,11.7,963,819,962,874,0
113,7.3907,100.0,24.3,45.6,11.7,959,817,976,877,0
114,7.40602,100.0,24.3,45.6,11.7,965,820,963,876,0
115,7.36355,100.0,24.3,45.7,11.9,960,817,954,874,0
116,7.4291,100.0,24.3,45.7,11.8,948,818,949,875,0
117,7.42133,100.0,24.3,45.8,11.7,947,819,956,874,0
118,7.39127,100.0,24.3,45.8,11.7,936,819,971,876,0
119,7.37765,100.0,24.3,45.9,11.8,962,818,977,872,0
120,7.38755,100.0,24.3,45.9,11.6,952,819,970,871,0
121,7.411860000000001,100.0,24.3,46.0,11.7,956,816,963,871,0
122,7.41657,100.0,24.3,46.0,11.8,948,817,966,869,0
123,7.37502,100.0,24.3,46.0,11.7,945,818,949,872,0
124,7.366439999999999,100.0,24.3,45.9,11.7,951,819,970,872,0
125,7.401839999999999,100.0,24.3,45.9,11.6,967,819,960,872,0
126,7.45548,100.0,24.3,45.8,11.6,953,819,967,869,0
127,7.411860000000001,100.0,24.3,45.8,11.7,964,818,970,872,0
128,7.4139300000000015,100.0,24.3,45.8,11.8,957,817,972,870,0
129,7.3927,100.0,24.3,45.8,16.9,944,817,960,869,0
130,7.399380000000002,100.0,24.3,45.8,11.7,952,819,971,871,0
131,7.397660000000001,100.0,24.3,45.8,11.8,951,820,979,871,0
132,7.353910000000001,100.0,24.3,45.8,11.7,966,818,956,870,0
133,7.43456,100.0,24.3,45.8,11.8,967,817,973,869,0
134,7.4965199999999985,100.0,24.3,45.9,11.9,969,819,967,870,0
135,7.388210000000001,100.0,24.3,45.9,11.7,927,818,953,873,0
136,7.33742,100.0,24.3,45.9,11.6,958,818,959,872,0
137,7.42448,100.0,24.3,45.9,11.6,964,819,976,872,0
138,7.411289999999997,100.0,24.3,45.7,11.7,958,817,944,871,0
139,7.4414,100.0,24.3,45.7,16.8,937,817,940,870,0
140,7.409969999999999,100.0,24.3,45.6,12.0,932,818,951,868,0
141,7.392819999999999,100.0,24.3,45.5,11.8,944,817,944,868,0
142,7.43042,100.0,24.3,45.4,11.7,961,817,941,867,0
143,7.37502,100.0,24.3,45.3,11.9,938,820,945,869,0
144,7.33431,100.0,24.3,45.1,11.7,948,819,951,869,0
145,7.46603,100.0,24.4,46.0,11.6,934,827,942,872,0
146,7.45548,100.0,24.4,46.0,11.6,960,825,960,872,0
147,7.410889999999997,100.0,24.4,46.0,11.6,966,827,946,870,0
148,7.3879100000000015,100.0,24.4,46.0,11.7,945,823,957,873,0
149,7.40393,100.0,24.4,46.0,11.7,950,826,976,870,0
150,7.401839999999999,100.0,24.4,46.0,11.6,932,827,958,871,0
151,7.38165,100.0,24.4,46.0,11.5,954,826,951,873,0
152,7.3895300000000015,100.0,24.5,45.9,11.7,968,822,960,870,0
153,7.42356,100.0,24.5,45.8,11.7,954,825,957,872,0
154,7.45962,100.0,24.5,45.7,12.1,950,825,964,870,0
155,7.43372,100.0,24.5,45.6,11.7,943,823,963,871,0
156,7.40008,100.0,24.5,45.7,11.9,945,823,961,871,0
157,7.35102,100.0,24.5,45.7,11.6,963,826,958,871,0
158,7.33431,100.0,24.5,45.7,11.6,951,825,956,873,0
159,7.36446,100.0,24.5,45.7,11.6,963,822,942,872,0
160,7.339180000000002,100.0,24.5,45.9,11.7,927,823,958,871,0
161,7.40338,100.0,24.5,45.8,11.6,934,823,936,870,0
162,7.38227,100.0,24.5,45.9,11.7,940,825,951,871,0
163,7.39975,100.0,24.5,45.9,11.6,940,824,959,869,0
164,7.46801,100.0,24.5,45.9,11.7,937,818,933,870,0
165,7.41507,100.0,24.5,45.9,11.6,941,820,972,871,0
166,7.3208,100.0,24.5,45.9,11.6,951,818,924,869,0
167,7.373289999999999,100.0,24.5,45.8,11.7,938,822,978,869,0
168,7.47457,100.0,24.5,45.9,11.7,929,821,935,869,0
169,7.456139999999999,100.0,24.5,45.9,11.9,917,821,943,871,0
170,7.47065,100.0,24.5,45.9,11.6,940,822,941,871,0
171,7.41591,100.0,24.5,45.9,11.8,921,820,945,872,0
172,7.419869999999999,100.0,24.5,46.0,11.6,921,820,934,871,0
173,7.394139999999997,100.0,24.5,46.0,11.6,928,820,951,872,0
174,7.40865,100.0,24.5,46.0,11.6,924,819,969,870,0
175,7.41855,100.0,24.5,46.0,11.7,936,821,967,872,0
176,7.3981,100.0,24.5,46.0,11.6,891,820,915,871,0
177,7.40206,100.0,24.6,46.0,11.5,921,821,955,870,0
178,7.3948800000000015,100.0,24.6,46.0,11.8,921,822,927,871,0
179,7.4296,100.0,24.6,45.9,11.6,940,822,941,871,0
180,7.336760000000001,100.0,24.6,45.9,11.8,921,822,953,871,0
181,7.34503,100.0,24.6,45.7,11.6,915,818,946,870,0
182,7.41459,100.0,24.6,45.7,11.8,928,821,965,872,0
183,7.42829,100.0,24.6,45.7,11.6,917,819,935,871,0
184,7.38443,100.0,24.6,45.7,11.7,933,819,955,870,0
185,7.29455,100.0,24.6,45.7,11.6,936,820,943,872,0
186,7.36908,100.0,24.6,45.7,11.6,925,821,942,871,0
187,7.410189999999999,100.0,24.6,45.6,11.5,924,820,954,869,0
188,7.40206,100.0,24.6,45.6,11.7,939,819,932,870,0
189,7.35867,100.0,24.6,45.6,11.7,931,819,950,871,0
190,7.38161,100.0,24.6,45.6,11.5,933,820,935,871,0
191,7.44295,100.0,24.6,45.6,11.6,937,821,975,872,0
192,7.38583,100.0,24.6,45.6,11.6,933,818,956,871,0
193,7.36776,100.0,24.6,45.7,11.7,920,820,962,870,0
194,7.38623,100.0,24.6,45.4,11.7,933,821,967,872,0
195,7.43525,100.0,24.6,45.1,11.7,941,821,950,871,0
196,7.4324,100.0,24.6,44.8,11.6,935,817,976,871,0
197,7.39,100.0,24.6,44.6,11.5,947,819,959,869,0
198,7.4088,100.0,24.6,44.7,11.6,960,818,958,869,0
199,7.4256,100.0,24.6,45.0,11.6,944,818,949,870,0
200,7.3479800000000015,100.0,24.6,45.2,12.0,959,820,959,872,0
201,7.36314,100.0,24.6,45.2,11.7,936,820,968,871,0
202,7.444269999999999,100.0,24.6,45.3,11.7,966,820,948,871,0
203,7.446389999999999,100.0,24.6,45.3,11.6,945,820,949,871,0
204,7.4081,100.0,24.6,45.4,11.6,944,821,944,869,0
205,7.382339999999999,100.0,24.6,45.4,11.7,932,819,953,870,0
206,7.4157600000000015,100.0,24.6,45.3,11.7,944,817,960,870,0
207,7.4394300000000015,100.0,24.6,45.2,11.7,954,820,955,872,0
208,7.39209,100.0,24.6,45.1,11.6,943,818,964,868,0
209,7.346660000000001,100.0,24.6,45.0,11.6,938,818,958,871,0
210,7.4047,100.0,24.6,45.0,11.6,951,820,957,871,0
211,7.39418,100.0,24.6,45.0,11.6,943,820,970,869,0
212,7.35659,100.0,24.6,44.9,11.6,952,820,969,871,0
213,7.41507,100.0,24.6,45.0,11.7,938,819,954,871,0
214,7.45245,100.0,24.6,45.0,11.6,938,819,955,869,0
215,7.36512,100.0,24.6,45.0,11.9,940,818,947,871,0
216,7.392519999999997,100.0,24.6,45.0,11.7,953,819,956,871,0
217,7.412610000000001,100.0,24.6,45.0,11.8,945,821,932,870,0
218,7.412610000000001,100.0,24.6,45.1,11.7,936,819,951,870,0
219,7.346,100.0,24.6,45.2,11.6,942,820,945,868,0
220,7.40799,100.0,24.6,45.2,11.6,937,816,956,870,0
221,7.46208,100.0,24.6,45.2,11.6,964,819,947,871,0
222,7.3770000000000024,100.0,24.6,45.2,11.7,950,819,946,870,0
223,7.389310000000001,100.0,24.6,45.2,11.5,948,820,949,870,0
224,7.34863,100.0,24.6,45.3,11.7,928,818,961,870,0
225,7.39151,100.0,24.6,45.3,11.6,909,818,947,871,0
226,7.44097,100.0,24.6,45.3,11.6,929,816,950,869,0
227,7.42316,100.0,24.6,45.3,11.7,932,818,939,869,0
228,7.368419999999999,100.0,24.6,45.3,11.6,931,817,944,869,0
229,7.3795600000000015,100.0,24.6,45.4,11.6,933,817,977,870,0
230,7.40667,100.0,24.6,45.4,11.5,946,817,945,872,0
231,7.381689999999999,100.0,24.6,45.5,11.6,925,818,942,871,0
232,7.417889999999999,100.0,24.6,45.6,12.0,919,819,950,870,0
233,7.38652,100.0,24.6,45.6,11.6,933,817,972,871,0
234,7.378310000000001,100.0,24.6,45.6,11.6,933,818,968,870,0
235,7.447089999999997,100.0,24.6,45.6,11.6,947,819,951,870,0
236,7.44031,100.0,24.6,45.6,11.6,935,818,963,870,0
237,7.3948800000000015,100.0,24.6,45.6,11.7,934,819,967,872,0
238,7.3638,100.0,24.6,45.7,11.7,931,818,966,869,0
239,7.43042,100.0,24.7,45.7,11.6,935,819,957,868,0
240,7.4192399999999985,100.0,24.7,45.7,11.5,958,818,943,870,0
241,7.39085,100.0,24.6,45.8,11.5,949,816,954,869,0
242,7.360760000000001,100.0,24.6,45.9,11.7,944,818,936,868,0
243,7.38029,100.0,24.6,45.9,11.6,948,818,962,870,0
244,7.427119999999999,100.0,24.6,46.0,11.6,934,818,943,870,0
245,7.39876,100.0,24.6,46.0,11.6,959,817,919,871,0
246,7.41327,100.0,24.6,46.1,11.7,931,819,942,868,0
247,7.39744,100.0,24.7,46.0,12.0,930,818,965,870,0
248,7.3699,100.0,24.6,46.1,11.7,932,816,968,872,0
249,7.40799,100.0,24.7,46.1,11.7,926,817,955,871,0
250,7.3079800000000015,100.0,24.7,46.0,11.6,923,817,942,868,0
251,7.395460000000001,100.0,24.7,46.0,12.0,939,816,950,868,0
252,7.491230000000002,100.0,24.7,46.0,11.7,940,817,945,869,0
253,7.39418,100.0,24.7,46.0,11.7,928,817,935,870,0
254,7.38722,100.0,24.7,45.9,11.7,934,818,939,871,0
255,7.3879100000000015,100.0,24.8,45.9,11.6,909,816,940,869,0
256,7.40602,100.0,24.8,45.9,11.6,944,818,978,868,0
257,7.37121,100.0,24.8,45.8,11.6,945,817,935,870,0
258,7.4241199999999985,100.0,24.8,45.8,11.6,933,818,972,870,0
259,7.4088,100.0,24.8,45.8,11.6,956,818,939,869,0
260,7.35589,100.0,24.8,45.8,11.6,926,820,963,869,0
261,7.41723,100.0,24.8,45.8,11.8,914,816,943,869,0
262,7.42052,100.0,24.8,45.7,11.7,929,815,954,871,0
263,7.4258,100.0,24.8,45.7,11.6,920,820,955,869,0
264,7.5122,100.0,24.8,46.6,11.7,964,857,973,904,0
265,7.43734,100.0,24.8,46.5,11.6,966,856,973,901,0
266,7.39348,100.0,24.8,46.5,11.7,967,857,935,902,0
267,7.3479800000000015,100.0,24.8,46.3,11.7,971,857,975,903,0
268,7.43174,100.0,24.8,46.2,11.6,968,855,977,903,0
269,7.39612,100.0,24.8,46.1,11.7,980,856,942,903,0
270,7.39348,100.0,24.8,46.0,11.6,977,856,978,901,0
271,7.3723800000000015,100.0,24.8,45.9,11.9,979,856,970,902,0
272,7.404039999999997,100.0,24.8,45.8,11.7,954,856,946,902,1
273,7.39348,100.0,24.8,45.8,11.7,970,856,938,901,0
274,7.38491,100.0,24.8,45.7,11.6,973,855,936,902,0
275,7.43503,100.0,24.8,45.7,11.6,973,855,932,902,0
276,7.31038,100.0,24.8,45.6,11.6,974,857,937,902,0
277,7.42052,100.0,24.8,45.6,11.6,964,856,980,902,0
278,7.47772,100.0,24.8,45.7,11.6,975,856,976,901,0
279,7.38623,100.0,24.8,45.9,11.7,962,858,933,901,0
280,7.38161,100.0,24.8,46.0,11.7,977,856,966,902,0
281,7.39348,100.0,24.8,46.1,11.7,977,854,977,903,0
282,7.38623,100.0,24.8,46.1,11.6,979,856,979,902,0
283,7.40733,100.0,24.8,46.3,11.6,962,856,973,900,0
284,7.405360000000001,100.0,24.8,46.4,11.6,962,855,968,900,0
285,7.410189999999999,100.0,24.8,46.4,11.6,972,857,971,900,0
286,7.38425,100.0,24.8,46.5,11.7,976,857,937,900,0
287,7.38443,100.0,24.8,46.6,11.7,979,855,967,900,0
288,7.38722,100.0,24.8,46.6,11.7,949,855,952,900,0
289,7.43767,100.0,24.8,46.6,11.5,952,857,950,901,0
290,7.39933,100.0,24.8,46.5,11.7,951,857,947,901,0
291,7.383589999999999,100.0,24.8,46.5,12.0,946,857,920,901,0
292,7.446910000000001,100.0,24.8,46.5,11.7,936,856,953,900,0
293,7.445,100.0,24.8,46.5,11.6,944,856,932,897,0
294,7.40393,100.0,24.8,46.4,11.6,938,858,935,896,0
295,7.33742,100.0,24.8,46.4,11.6,942,856,948,897,0
296,7.38887,100.0,24.8,46.4,11.7,950,857,947,898,0
297,7.38029,100.0,24.8,46.4,11.7,938,856,957,896,0
298,7.325260000000001,100.0,24.8,46.3,11.7,970,857,969,897,0
299,7.39942,100.0,24.8,45.7,11.7,952,826,959,877,0
300,7.40253,100.0,24.8,45.6,11.6,962,824,966,878,0
301,7.35985,100.0,24.8,45.5,11.6,960,825,952,877,0
302,7.359189999999999,100.0,24.8,45.4,11.9,979,823,956,878,0
303,7.44163,100.0,24.9,44.7,11.8,945,824,977,877,0
304,7.435689999999999,100.0,24.9,44.8,11.6,959,824,972,877,0
305,7.36908,100.0,24.9,44.8,11.7,936,823,966,878,0
306,7.38425,100.0,24.9,44.9,11.7,950,824,970,876,0
307,7.410189999999999,100.0,24.9,44.9,11.8,944,824,967,878,0
308,7.411580000000002,100.0,24.9,45.1,11.7,950,810,964,859,0
309,7.411289999999997,100.0,24.9,45.2,11.7,949,807,960,860,0
310,7.35457,100.0,24.9,45.3,11.7,965,827,947,862,0
311,7.3895300000000015,100.0,24.9,45.3,11.7,937,827,979,860,0
312,7.446910000000001,100.0,24.9,45.4,11.8,927,824,971,862,0
313,7.37436,100.0,24.9,45.4,11.7,966,828,952,862,0
314,7.376339999999999,100.0,24.9,45.5,11.8,975,826,956,860,0
315,7.40338,100.0,25.0,45.5,11.7,956,827,945,860,0
316,7.38887,100.0,25.0,45.6,11.6,961,823,960,861,0
317,7.40532,100.0,24.9,45.6,11.7,966,825,950,865,0
318,7.417889999999999,100.0,25.0,45.6,11.8,955,810,962,859,0
319,7.36578,100.0,24.9,45.6,11.7,965,811,949,858,0
320,7.421839999999999,100.0,24.9,45.6,11.8,952,826,971,858,0
321,7.46405,100.0,24.9,45.6,12.0,961,825,960,862,0
322,7.40667,100.0,24.9,45.5,11.7,949,826,967,861,0
323,7.45127,100.0,24.9,45.5,11.7,955,827,962,859,0
324,7.4032300000000015,100.0,24.9,45.5,11.7,976,826,966,866,0
325,7.437710000000001,100.0,24.9,45.5,11.7,941,826,964,862,0
326,7.45218,100.0,24.9,45.5,12.0,958,826,946,877,0
327,7.4262,100.0,24.9,45.5,11.7,922,828,920,879,0
328,7.38095,100.0,24.9,45.5,11.8,933,810,966,858,0
329,7.33013,100.0,24.9,45.5,11.8,926,808,953,859,0
330,7.40733,100.0,24.9,45.6,11.6,934,825,940,859,0
331,7.43503,100.0,24.9,45.6,11.8,943,825,936,860,0
332,7.392819999999999,100.0,24.9,45.6,11.8,938,825,953,860,0
333,7.37436,100.0,24.9,45.6,11.8,959,829,942,858,0
334,7.43595,100.0,24.9,46.5,11.8,830,807,947,841,0
335,7.368419999999999,100.0,24.9,46.4,11.7,843,807,951,841,0
336,7.4443100000000015,100.0,24.9,46.4,11.6,847,806,970,841,0
337,7.38409,100.0,24.9,46.3,11.9,838,806,960,841,0
338,7.3981,100.0,24.9,46.3,12.0,856,806,962,840,0
339,7.445,100.0,24.9,46.3,11.7,844,806,963,842,0
340,7.32555,100.0,24.9,46.3,11.6,842,806,959,843,0
341,7.337089999999999,100.0,24.9,46.3,11.6,845,808,961,840,0
342,7.37436,100.0,24.9,46.2,11.8,837,809,972,874,0
343,7.3879100000000015,100.0,24.9,46.2,11.6,854,805,970,872,0
344,7.453360000000001,100.0,24.9,46.2,11.7,856,813,961,876,0
345,7.45878,100.0,25.0,46.1,11.6,831,809,958,863,0
346,7.38887,100.0,24.9,46.1,11.6,844,813,974,849,0
347,7.382339999999999,100.0,24.9,46.1,11.7,838,813,976,848,0
348,7.39348,100.0,24.9,46.2,11.7,840,811,962,850,0
349,7.34072,100.0,24.9,46.2,11.7,858,811,965,849,0
350,7.46603,100.0,24.9,46.2,11.5,850,809,961,849,0
351,7.4139300000000015,100.0,24.9,46.2,11.6,854,807,956,850,0
352,7.351269999999999,100.0,24.9,46.2,11.9,832,815,972,874,0
353,7.44757,100.0,24.9,46.2,11.7,835,805,944,872,0
354,7.3830399999999985,100.0,24.9,46.2,11.6,856,807,968,872,0
355,7.344019999999999,100.0,24.9,46.2,11.7,850,806,964,874,0
356,7.39348,100.0,24.9,46.1,11.7,839,806,947,831,0
357,7.33988,100.0,24.9,45.8,11.7,847,805,952,832,0
358,7.45057,100.0,24.9,45.7,11.5,839,803,942,832,0
359,7.40602,100.0,25.0,45.5,11.6,836,805,951,831,0
360,7.41921,100.0,25.0,45.5,11.6,832,805,950,831,0
361,7.45057,100.0,25.0,45.5,11.7,838,806,953,833,0
362,7.40931,100.0,25.0,45.3,11.6,829,805,965,867,0
363,7.40931,100.0,25.0,45.2,11.7,841,805,956,871,0
364,7.39348,100.0,25.0,45.2,11.6,854,803,967,867,0
365,7.42272,100.0,25.0,45.2,11.6,843,804,958,849,0
366,7.410889999999997,100.0,25.0,45.2,11.9,845,803,962,846,0
367,7.4568,100.0,25.0,45.2,11.5,842,802,968,847,0
368,7.38029,100.0,25.0,45.1,11.7,843,804,962,848,0
369,7.33215,100.0,25.0,45.1,11.5,847,801,971,847,0
370,7.4269,100.0,25.0,45.1,11.6,853,802,958,845,0
371,7.3394,100.0,25.0,45.2,11.6,854,815,968,870,0
372,7.35985,100.0,25.1,45.2,11.6,842,802,972,876,0
373,7.446910000000001,100.0,25.1,45.3,11.5,851,803,963,875,0
374,7.336760000000001,100.0,25.1,45.0,11.7,845,804,949,843,0
375,7.326869999999999,100.0,25.1,45.0,11.5,851,802,949,844,0
376,7.4119100000000016,100.0,25.1,45.0,11.7,846,802,953,845,0
377,7.42646,100.0,25.1,45.0,11.7,838,800,951,844,0
378,7.433860000000001,100.0,25.1,45.0,11.6,848,803,941,844,0
379,7.4139300000000015,100.0,25.1,45.2,11.7,849,802,955,844,0
380,7.427119999999999,100.0,25.1,45.2,11.6,839,802,949,843,0
381,7.32225,100.0,25.1,45.2,11.6,836,799,941,872,0
382,7.3084,100.0,25.1,45.3,11.6,857,804,949,873,0
383,7.52367,100.0,25.1,45.3,11.7,849,803,951,854,0
384,7.4394300000000015,100.0,25.1,45.3,11.5,848,802,946,859,0
385,7.28975,100.0,25.1,45.3,11.7,849,804,956,846,0
386,7.409969999999999,100.0,25.1,45.2,11.7,834,805,943,846,0
387,7.417889999999999,100.0,25.1,45.2,11.6,844,802,947,843,0
388,7.454160000000001,100.0,25.0,45.2,11.6,836,802,953,847,0
389,7.34405,100.0,25.1,45.2,18.1,847,810,958,872,0
390,7.37051,100.0,25.1,45.2,11.7,839,801,940,875,0
391,7.39905,100.0,25.1,45.2,11.5,845,802,953,872,0
392,7.37897,100.0,25.1,45.2,11.6,840,803,945,875,0
393,7.38887,100.0,25.1,45.2,11.7,858,802,969,865,0
394,7.42646,100.0,25.1,45.2,11.6,864,801,965,860,0
395,7.41855,100.0,25.1,45.2,11.6,862,801,969,844,0
396,7.47527,100.0,25.1,44.9,11.8,848,805,957,843,0
397,7.41525,100.0,25.1,44.9,11.6,846,803,964,843,0
398,7.36578,100.0,25.1,44.8,11.7,846,802,967,842,0
399,7.338489999999997,100.0,25.1,44.8,16.8,848,808,959,872,0
400,7.36912,100.0,25.1,44.8,11.6,841,799,953,869,0
401,7.53133,100.0,25.1,44.7,11.6,846,801,961,852,0
402,7.40602,100.0,25.1,44.7,11.6,832,802,976,842,0
403,7.3751,100.0,25.1,44.7,11.6,825,802,956,842,0
404,7.38583,100.0,25.1,44.7,11.9,839,801,958,844,0
405,7.4139300000000015,100.0,25.1,44.7,11.5,835,803,959,843,0
406,7.38491,100.0,25.1,44.7,11.6,853,802,960,844,0
407,7.386430000000002,100.0,25.1,44.6,11.6,833,801,946,842,0
