,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,Label
997,7.3427,100.0,25.4,44.9,11.7,935,926,927,961,0
998,7.36285,100.0,25.4,44.9,11.6,934,925,901,959,0
999,7.43204,100.0,25.4,44.9,11.6,892,925,884,960,0
1000,7.3989699999999985,100.0,25.4,44.9,11.7,914,924,913,960,1
1001,7.386889999999997,100.0,25.4,44.8,11.7,932,926,912,959,1
1002,7.38161,100.0,25.4,44.8,11.6,914,925,944,961,0
1003,7.40532,100.0,25.4,44.8,12.1,933,910,944,952,0
1004,7.37817,100.0,25.6,44.8,11.6,897,922,884,957,0
1005,7.400739999999999,100.0,25.6,44.3,11.6,927,923,908,956,0
1006,7.4157600000000015,100.0,25.6,44.3,11.5,929,923,936,957,0
1007,7.37502,100.0,25.6,44.3,11.5,950,923,941,956,0
1008,7.39348,100.0,25.6,44.2,11.5,920,923,919,955,1
1009,7.40008,100.0,25.6,44.2,12.0,936,922,916,954,0
1010,7.394139999999997,100.0,25.6,44.3,11.6,903,923,880,958,0
1011,7.40253,100.0,25.6,44.3,11.6,913,923,898,954,0
1012,7.400739999999999,100.0,25.6,44.3,11.5,944,908,939,957,0
1013,7.433860000000001,100.0,25.6,44.3,11.7,930,917,928,956,0
1014,7.40367,100.0,25.6,44.3,11.6,922,929,923,956,0
1015,7.345339999999997,100.0,25.6,44.3,11.7,941,928,904,956,0
1016,7.43635,100.0,25.6,44.3,11.7,932,928,931,956,1
1017,7.40667,100.0,25.6,44.3,11.6,919,927,926,956,0
1018,7.383739999999999,100.0,25.6,44.3,11.5,945,928,912,957,1
1019,7.40799,100.0,25.7,44.4,11.8,930,929,939,958,0
1020,7.375380000000002,100.0,25.7,44.3,11.6,932,928,947,955,0
1021,7.41657,100.0,25.6,44.3,11.6,926,931,903,959,0
1022,7.371060000000001,100.0,25.6,44.3,11.7,945,929,924,960,0
1023,7.4032300000000015,100.0,25.7,44.6,11.6,915,929,900,959,0
1024,7.35867,100.0,25.7,44.5,11.6,936,929,939,960,0
1025,7.46241,100.0,25.7,44.5,11.7,942,930,973,959,0
1026,7.3552300000000015,100.0,25.6,44.5,11.6,943,927,933,955,0
1027,7.36314,100.0,25.6,44.5,11.6,923,930,898,957,1
1028,7.4601,100.0,25.6,44.6,11.6,946,929,944,958,0
1029,7.39,100.0,25.7,44.5,11.7,931,928,931,957,0
1030,7.36183,100.0,25.7,44.3,11.7,924,927,948,957,0
1031,7.53481,100.0,25.4,43.0,11.8,943,942,937,950,0
1032,7.44361,100.0,25.4,43.0,11.6,947,939,937,949,0
1033,7.38685,100.0,25.4,43.0,11.6,941,942,936,949,0
1034,7.42063,100.0,25.4,43.0,11.6,944,942,943,952,0
1035,7.431769999999997,100.0,25.4,43.0,11.5,948,940,941,949,0
1036,7.40233,100.0,25.4,43.0,11.5,932,941,941,950,0
1037,7.39717,100.0,25.4,43.0,11.7,937,942,936,949,0
1038,7.4269,100.0,25.4,42.9,11.6,946,941,940,949,0
1039,7.38685,100.0,25.4,42.9,11.5,941,940,934,948,0
1040,7.382339999999999,100.0,25.4,42.9,11.7,933,933,945,964,0
1041,7.3795600000000015,100.0,25.4,42.9,11.6,938,932,929,950,0
1042,7.389310000000001,100.0,25.4,42.9,11.6,938,935,935,950,0
1043,7.433860000000001,100.0,25.4,42.9,11.6,937,942,929,948,0
1044,7.39,100.0,25.4,42.6,11.6,937,941,937,950,0
1045,7.39127,100.0,25.4,42.7,11.6,945,942,934,951,0
1046,7.433860000000001,100.0,25.4,42.8,11.5,938,943,936,949,0
1047,7.38583,100.0,25.5,42.8,11.7,942,941,931,951,0
1048,7.374689999999997,100.0,25.5,42.8,11.5,943,940,948,949,0
1049,7.4519600000000015,100.0,25.5,42.8,11.5,939,944,944,950,0
1050,7.431769999999997,100.0,25.4,42.8,11.5,937,935,942,952,0
1051,7.40114,100.0,25.4,42.8,44.5,942,938,944,950,0
1052,7.37506,100.0,25.4,42.9,11.8,936,942,942,953,0
1053,7.3974,100.0,25.4,42.9,11.6,939,938,938,950,0
1054,7.41367,100.0,25.4,43.0,12.0,942,941,936,952,0
1055,7.36981,100.0,25.5,43.0,55.6,939,941,934,949,0
1056,7.38095,100.0,25.4,43.0,11.9,933,943,940,953,0
1057,7.3830399999999985,100.0,25.5,43.1,11.4,930,940,940,951,0
1058,7.38611,100.0,25.4,43.1,11.5,931,940,931,950,0
1059,7.39279,100.0,25.4,43.1,47.6,933,939,931,950,0
1060,7.419939999999999,100.0,25.4,43.2,11.7,932,934,940,964,0
1061,7.39279,100.0,25.4,43.2,11.7,935,933,934,948,0
1062,7.39279,100.0,25.4,43.2,11.5,936,934,931,949,0
1063,7.3677199999999985,100.0,25.4,43.1,11.5,925,935,929,953,0
1064,7.41507,100.0,25.4,43.1,11.5,936,939,933,950,0
1065,7.44222,100.0,25.4,43.0,11.4,939,944,933,950,0
1066,7.40741,100.0,25.4,42.9,11.6,939,943,931,950,0
1067,7.35589,100.0,25.5,42.9,11.6,941,942,936,951,0
1068,7.401839999999999,100.0,25.4,43.0,11.6,929,942,937,950,0
1069,7.452660000000002,100.0,25.4,43.0,11.6,928,941,934,949,0
1070,7.369160000000001,100.0,25.4,42.8,11.6,924,933,931,950,0
1071,7.4081,100.0,25.4,42.7,11.5,931,933,930,950,0
1072,7.416460000000002,100.0,25.3,42.7,11.5,935,943,939,950,0
1073,7.36633,100.0,25.3,42.8,11.5,934,944,932,951,0
1074,7.3677199999999985,100.0,25.3,42.9,11.5,932,944,943,949,0
1075,7.43317,100.0,25.3,42.9,11.6,933,943,928,948,0
1076,7.39127,100.0,25.3,42.8,11.6,934,943,941,950,0
1077,7.34852,100.0,25.4,42.8,11.5,930,942,933,951,0
1078,7.33013,100.0,23.3,42.6,11.8,955,944,954,960,0
1079,7.41228,100.0,23.3,42.5,11.6,930,945,963,959,0
1080,7.516589999999999,100.0,23.3,42.5,11.6,960,945,961,959,0
1081,7.43734,100.0,23.3,42.4,11.6,926,943,955,959,0
1082,7.39,100.0,23.3,42.4,11.7,946,945,960,957,0
1083,7.360069999999999,100.0,23.4,42.4,11.6,968,944,971,957,0
1084,7.383739999999999,100.0,23.4,42.3,11.6,981,945,967,957,0
1085,7.395569999999997,100.0,23.4,42.3,11.6,971,944,949,959,0
1086,7.3879100000000015,100.0,23.4,42.4,11.7,959,938,964,977,0
1087,7.391560000000001,100.0,23.4,42.4,11.6,926,937,960,969,0
1088,7.3883199999999984,100.0,23.4,42.7,12.0,978,941,973,958,0
1089,7.416460000000002,100.0,23.4,42.7,11.6,974,941,957,957,0
1090,7.39791,100.0,23.4,42.7,11.6,942,942,942,956,0
1091,7.39836,100.0,23.4,42.8,11.6,961,942,978,956,0
1092,7.40253,100.0,23.5,42.8,11.7,962,942,953,956,0
1093,7.39054,100.0,23.5,42.9,11.8,968,941,963,959,0
1094,7.37747,100.0,23.5,43.0,11.6,958,941,955,956,0
1095,7.39836,100.0,23.5,43.0,11.6,952,940,958,956,0
1096,7.40393,100.0,23.5,42.9,12.3,955,937,964,977,0
1097,7.3907,100.0,23.5,43.0,11.7,967,938,946,967,0
1098,7.43845,100.0,23.5,43.0,11.8,950,938,955,957,0
1099,7.360069999999999,100.0,23.5,43.1,11.6,937,939,960,957,0
1100,7.365639999999999,100.0,23.5,43.1,11.6,958,939,969,956,0
1101,7.45475,100.0,23.5,43.1,11.5,957,940,958,954,0
1102,7.38513,100.0,23.5,43.1,11.6,938,935,940,958,0
1103,7.365639999999999,100.0,23.5,43.0,11.5,934,945,952,956,0
1104,7.439189999999999,100.0,23.5,43.2,11.6,961,944,927,956,0
1105,7.38722,100.0,23.5,43.2,11.6,948,944,943,957,0
1106,7.359369999999997,100.0,23.5,43.2,11.5,953,938,953,976,0
1107,7.377999999999999,100.0,23.5,43.2,11.6,959,938,942,964,0
1108,7.465889999999999,100.0,23.5,43.2,11.6,956,938,938,957,0
1109,7.45865,100.0,23.6,43.4,11.7,971,946,949,956,0
1110,7.42444,100.0,23.7,43.5,11.6,960,944,976,956,0
1111,7.38513,100.0,23.7,43.5,11.6,965,946,972,955,0
1112,7.310189999999999,100.0,23.7,43.5,11.6,940,945,967,957,0
1113,7.352410000000001,100.0,23.7,43.5,11.6,953,945,950,956,0
1114,7.401839999999999,100.0,23.7,43.5,11.5,969,946,972,958,0
1115,7.4631,100.0,23.7,43.6,11.6,976,945,967,956,0
1116,7.40393,100.0,23.7,43.7,11.9,978,939,966,975,0
1117,7.40671,100.0,23.7,43.7,11.7,967,937,951,968,0
1118,7.40393,100.0,23.7,43.8,11.6,976,938,963,958,0
1119,7.39127,100.0,23.7,43.8,11.6,952,938,974,958,0
1120,7.4081,100.0,23.7,43.8,12.1,950,939,968,957,0
1121,7.35659,100.0,23.7,43.8,11.6,968,939,967,957,0
1122,7.369160000000001,100.0,23.7,43.9,11.5,951,936,979,959,0
1123,7.396269999999999,100.0,23.7,43.8,11.7,978,946,981,956,0
1124,7.424810000000001,100.0,23.7,43.8,11.6,968,945,957,956,0
1125,7.41855,100.0,23.7,43.7,11.5,974,946,960,956,0
1126,7.36285,100.0,23.7,43.7,11.7,974,937,967,976,0
1127,7.41507,100.0,23.7,43.6,11.7,938,946,953,955,0
1128,7.41507,100.0,23.8,43.6,11.8,964,945,982,955,0
1129,7.397660000000001,100.0,23.8,43.6,11.6,927,947,955,956,0
1130,7.42829,100.0,23.8,43.6,11.8,969,945,956,956,0
1131,7.40114,100.0,23.8,43.6,11.7,923,946,954,956,0
1132,7.4157600000000015,100.0,23.8,43.7,11.7,976,943,957,959,0
1133,7.37121,100.0,23.8,43.7,11.5,941,944,963,957,0
1134,7.3757899999999985,100.0,23.8,43.7,11.6,943,945,963,956,0
1135,7.38095,100.0,23.8,43.7,11.7,951,938,959,974,0
1136,7.40253,100.0,23.8,43.7,11.7,971,936,973,970,0
1137,7.45405,100.0,23.8,43.7,11.6,954,939,974,956,0
1138,7.38165,100.0,23.8,43.7,11.6,949,937,938,959,0
1139,7.3830399999999985,100.0,23.8,43.7,11.6,948,938,963,958,0
1140,7.37886,100.0,23.8,43.7,11.6,949,936,956,957,0
1141,7.37608,100.0,23.7,43.8,11.6,973,938,949,957,0
1142,7.41228,100.0,23.7,43.9,11.6,971,945,967,956,0
1143,7.397660000000001,100.0,23.8,43.9,11.6,914,943,965,958,0
1144,7.407489999999999,100.0,23.8,43.8,11.6,955,945,962,958,0
1145,7.42213,100.0,23.8,43.8,12.2,975,938,962,976,0
1146,7.396269999999999,100.0,23.8,43.7,11.8,967,938,975,966,0
1147,7.39348,100.0,23.8,43.7,11.5,948,937,965,959,0
1148,7.424810000000001,100.0,23.8,43.6,11.6,967,939,964,958,0
1149,7.389310000000001,100.0,23.8,43.7,11.6,963,938,967,958,0
1150,7.3879100000000015,100.0,23.8,43.7,11.7,956,937,981,956,0
1151,7.39975,100.0,23.8,43.7,11.7,958,937,943,957,0
1152,7.36285,100.0,23.8,43.7,11.6,963,944,974,959,0
1153,7.3948800000000015,100.0,23.8,43.7,11.6,957,944,954,958,0
1154,7.4095,100.0,23.8,43.7,11.5,956,945,956,956,0
1155,7.359369999999997,100.0,23.8,43.7,12.0,974,938,965,977,0
1156,7.43624,100.0,23.8,43.9,11.7,968,943,954,956,0
1157,7.4394300000000015,100.0,23.8,43.8,11.6,956,946,970,957,0
1158,7.36216,100.0,23.8,43.7,11.5,962,945,942,955,0
1159,7.3959899999999985,100.0,23.8,43.6,11.7,940,944,961,959,0
1160,7.430110000000001,100.0,23.8,43.6,11.6,958,943,930,958,0
1161,7.40393,100.0,23.8,43.5,11.6,980,944,975,958,0
1162,7.397660000000001,100.0,23.9,43.5,11.6,950,944,963,955,0
1163,7.372339999999999,100.0,23.9,43.5,11.7,948,944,956,958,0
1164,7.40823,100.0,23.8,43.6,12.1,977,937,977,976,0
1165,7.44435,100.0,23.8,43.6,11.6,948,938,935,963,0
1166,7.427389999999999,100.0,23.9,43.7,11.7,978,938,968,956,0
1167,7.33431,100.0,23.9,43.7,11.6,968,937,969,958,0
1168,7.42063,100.0,23.9,43.8,11.5,949,938,970,958,0
1169,7.438739999999999,100.0,23.9,43.8,11.6,925,937,954,956,0
1170,7.368419999999999,100.0,23.9,43.9,11.6,963,946,967,959,0
1171,7.37211,100.0,24.0,43.8,11.5,974,945,956,956,0
1172,7.3839,100.0,24.0,43.7,11.5,966,945,973,956,0
1173,7.446389999999999,100.0,24.0,43.7,11.6,979,945,959,957,0
1174,7.41228,100.0,24.0,43.6,11.6,956,939,966,977,0
1175,7.421489999999999,100.0,24.0,43.4,11.7,969,939,958,962,0
1176,7.3517100000000015,100.0,24.0,43.4,11.8,937,938,969,956,0
1177,7.37678,100.0,24.0,43.5,11.8,962,938,965,956,0
1178,7.39975,100.0,24.0,43.5,11.6,962,939,949,958,0
1179,7.36633,100.0,24.0,43.6,11.6,958,940,954,957,0
1180,7.3914,100.0,24.0,43.6,11.6,971,946,960,956,0
1181,7.429289999999999,100.0,24.0,43.7,11.5,978,945,969,958,0
1182,7.410889999999997,100.0,24.0,43.7,11.8,972,945,975,956,0
1183,7.39127,100.0,24.0,43.8,13.7,970,937,972,977,0
1184,7.40159,100.0,24.0,43.8,11.7,969,939,976,965,0
1185,7.50405,100.0,24.0,43.9,11.6,959,938,957,958,0
1186,7.41928,100.0,24.0,43.9,11.6,942,936,962,957,0
1187,7.4152,100.0,24.0,43.8,11.6,964,946,980,957,0
1188,7.3890600000000015,100.0,24.0,43.7,11.7,951,946,962,957,0
1189,7.29184,100.0,24.0,43.7,11.6,965,944,945,957,0
1190,7.37886,100.0,24.0,43.7,11.7,945,945,975,955,0
1191,7.39836,100.0,24.0,43.7,11.6,972,945,949,957,0
1192,7.36912,100.0,24.0,43.7,11.7,979,945,965,957,0
1193,7.36981,100.0,24.0,43.7,11.8,980,938,979,977,0
1194,7.42439,100.0,24.0,43.7,11.7,979,939,968,961,0
1195,7.438739999999999,100.0,24.0,43.8,11.9,968,939,943,955,0
1196,7.4095,100.0,24.0,43.8,11.5,980,938,982,956,0
1197,7.37886,100.0,24.0,43.8,11.6,965,937,971,957,0
1198,7.39975,100.0,24.0,43.8,11.6,935,938,956,959,0
1199,7.50696,100.0,24.0,43.7,11.5,933,937,953,957,0
1200,7.37608,100.0,24.0,43.6,11.6,958,940,949,956,0
1201,7.373989999999999,100.0,24.0,42.0,11.6,938,944,940,958,0
1202,7.3907,100.0,24.0,41.7,11.6,973,945,955,956,0
1203,7.32665,100.0,24.1,41.4,11.8,980,937,962,974,0
1204,7.395569999999997,100.0,24.1,41.2,11.7,961,940,930,964,0
1205,7.40393,100.0,24.1,41.0,11.7,969,939,969,959,0
1206,7.384289999999999,100.0,24.1,40.9,11.7,932,938,957,957,0
1207,7.401839999999999,100.0,24.1,40.8,11.8,921,937,952,958,0
1208,7.45057,100.0,24.1,40.7,11.5,927,936,953,958,0
1209,7.3581,100.0,24.1,40.5,11.6,960,945,962,956,0
1210,7.37817,100.0,24.1,40.4,11.6,961,944,956,957,0
1211,7.4081,100.0,24.1,40.2,11.6,956,946,966,960,0
1212,7.34127,100.0,24.1,40.1,11.7,958,944,941,958,0
1213,7.42951,100.0,24.2,40.0,11.5,952,938,972,976,0
1214,7.4111699999999985,100.0,24.2,39.9,11.8,929,937,978,965,0
1215,7.395569999999997,100.0,24.2,39.8,11.7,934,939,975,956,0
1216,7.461710000000001,100.0,24.2,39.7,11.7,935,937,950,955,0
1217,7.410189999999999,100.0,24.2,39.7,11.5,974,939,968,958,0
1218,7.37678,100.0,24.2,39.6,11.6,979,937,974,957,0
1219,7.34405,100.0,24.2,39.6,11.7,929,935,968,956,0
1220,7.3879100000000015,100.0,24.2,39.6,11.6,934,945,955,958,0
1221,7.42133,100.0,24.2,39.6,11.7,933,945,962,958,0
1222,7.39348,100.0,24.2,39.7,11.7,948,945,954,955,0
1223,7.3677199999999985,100.0,24.2,39.8,11.6,972,938,971,976,0
1224,7.39905,100.0,24.2,39.8,11.8,961,940,962,965,0
1225,7.43665,100.0,24.2,39.9,11.7,971,938,966,959,0
1226,7.37678,100.0,24.2,40.4,11.9,948,944,979,958,0
1227,7.3907,100.0,24.2,40.4,11.7,972,943,972,959,0
1228,7.375380000000002,100.0,24.2,40.5,11.4,943,946,959,956,0
1229,7.46519,100.0,24.2,40.6,11.7,970,944,970,957,0
1230,7.43456,100.0,24.2,41.3,11.6,973,946,973,956,0
1231,7.332219999999999,100.0,24.2,41.4,11.6,949,944,978,957,0
1232,7.38583,100.0,24.2,41.4,11.6,968,937,979,975,0
1233,7.44152,100.0,24.2,41.5,11.7,960,937,976,962,0
1234,7.39348,100.0,24.2,41.5,11.5,962,938,978,956,0
1235,7.35032,100.0,24.2,41.5,11.8,977,939,979,957,0
1236,7.416460000000002,100.0,24.2,41.4,11.5,972,938,974,958,0
1237,7.41412,100.0,24.2,41.4,11.6,973,936,963,959,0
1238,7.369160000000001,100.0,24.2,41.4,11.5,946,944,975,959,0
1239,7.374689999999997,100.0,24.2,41.5,11.6,969,945,959,956,0
1240,7.42899,100.0,24.3,41.5,11.6,974,945,944,958,0
1241,7.401839999999999,100.0,24.3,41.6,11.6,944,945,978,957,0
1242,7.337089999999999,100.0,24.3,41.7,11.8,949,937,973,977,0
1243,7.4310800000000015,100.0,24.3,41.7,11.6,950,938,958,958,0
1244,7.44013,100.0,24.2,42.1,11.6,979,945,964,956,0
1245,7.360069999999999,100.0,24.2,42.1,11.7,974,944,978,958,0
1246,7.39975,100.0,24.3,42.0,11.5,973,945,970,958,0
1247,7.39818,100.0,24.3,42.0,11.5,946,943,974,958,0
1248,7.41507,100.0,24.3,42.0,11.5,976,944,941,959,0
1249,7.4394300000000015,100.0,24.3,42.0,11.6,967,945,968,959,0
1250,7.3670300000000015,100.0,24.3,42.1,11.5,973,944,967,955,0
1251,7.42829,100.0,24.3,42.1,11.7,944,944,977,958,0
1252,7.416460000000002,100.0,24.3,42.2,11.7,958,937,965,972,0
1253,7.3757899999999985,100.0,24.3,42.2,11.5,961,936,968,958,0
1254,7.39279,100.0,24.3,42.3,11.6,969,938,961,958,0
1255,7.34405,100.0,24.3,42.4,11.5,968,944,956,958,0
1256,7.40528,100.0,24.3,42.4,11.6,965,945,963,959,0
1257,7.40045,100.0,24.3,42.3,12.0,971,945,971,959,0
1258,7.41103,100.0,24.3,42.2,11.6,964,943,968,958,0
1259,7.37747,100.0,24.3,42.1,11.6,974,944,967,959,0
1260,7.39279,100.0,24.3,42.1,11.6,975,942,968,958,0
1261,7.338939999999999,100.0,24.3,42.2,11.6,944,943,977,958,0
1262,7.46519,100.0,24.3,42.3,11.5,981,945,977,957,0
1263,7.4157600000000015,100.0,24.3,42.5,11.7,942,944,956,956,0
1264,7.44013,100.0,24.3,42.4,11.7,954,945,977,956,1
1265,7.36424,100.0,24.3,42.3,11.6,962,943,977,956,0
1266,7.410189999999999,100.0,24.3,42.2,11.9,973,944,975,957,1
1267,7.42342,100.0,24.3,42.2,11.5,963,945,957,957,0
1268,7.41437,100.0,24.3,42.0,11.7,973,938,955,973,0
1269,7.419939999999999,100.0,24.3,41.9,11.8,980,937,973,963,0
1270,7.45684,100.0,24.3,41.4,11.6,974,937,960,956,0
1271,7.50905,100.0,24.3,41.2,11.9,968,945,964,957,0
1272,7.395569999999997,100.0,24.3,41.1,11.7,977,944,967,958,0
1273,7.42518,100.0,24.3,41.1,11.7,975,946,975,955,0
1274,7.41298,100.0,24.3,41.2,11.6,981,946,979,955,0
1275,7.361789999999999,100.0,24.3,41.3,11.6,977,946,976,956,0
1276,7.38513,100.0,24.3,41.4,11.7,978,945,973,955,0
1277,7.44013,100.0,24.3,41.5,11.8,971,937,974,978,0
1278,7.396269999999999,100.0,24.4,41.6,11.7,967,937,972,967,0
1279,7.37051,100.0,24.4,41.7,11.6,980,940,965,957,0
1280,7.432639999999999,100.0,24.4,41.7,11.7,978,938,961,958,0
1281,7.42203,100.0,24.4,41.7,11.8,963,938,965,957,0
1282,7.38685,100.0,24.4,41.7,11.6,973,936,973,958,0
1283,7.37051,100.0,24.5,41.6,11.9,980,945,964,956,0
1284,7.39348,100.0,24.5,41.6,11.7,975,945,968,957,0
1285,7.43734,100.0,24.5,41.6,11.6,971,944,969,957,0
1286,7.4088,100.0,24.5,41.7,11.6,975,946,962,956,0
1287,7.34823,100.0,24.5,41.7,11.6,975,938,966,977,0
1288,7.37121,100.0,24.5,41.8,11.6,977,939,965,959,0
1289,7.41103,100.0,24.5,41.9,11.7,961,938,976,956,0
1290,7.39,100.0,24.5,41.8,11.9,981,942,974,956,0
1291,7.3948800000000015,100.0,24.5,41.9,11.6,974,943,971,957,0
1292,7.474939999999999,100.0,24.5,41.9,11.7,968,943,975,957,0
1293,7.445,100.0,24.5,42.0,11.6,979,943,969,958,0
1294,7.33361,100.0,24.5,42.1,11.6,967,944,975,958,0
1295,7.40114,100.0,24.5,42.2,11.6,971,944,979,958,0
1296,7.38095,100.0,24.5,42.2,11.7,979,943,960,957,0
1297,7.335839999999999,100.0,24.5,42.1,11.5,966,937,962,976,0
1298,7.43734,100.0,24.5,42.1,11.9,951,938,966,957,0
1299,7.4528,100.0,24.5,42.2,11.5,943,938,962,958,0
1300,7.368419999999999,100.0,24.5,42.3,11.7,970,938,974,956,0
1301,7.377999999999999,100.0,24.5,42.4,11.6,947,937,961,956,0
1302,7.4539300000000015,100.0,24.5,42.5,11.7,964,937,970,959,0
1303,7.392010000000001,100.0,24.5,42.6,11.6,969,945,944,957,0
1304,7.36695,100.0,24.5,42.7,11.6,965,946,929,956,0
1305,7.40602,100.0,24.5,43.0,11.6,967,945,968,957,0
1306,7.446560000000002,100.0,24.5,43.0,11.5,951,945,961,956,0
1307,7.38443,100.0,24.5,42.9,11.5,929,937,954,977,0
1308,7.3677199999999985,100.0,24.5,42.9,11.7,971,939,956,958,0
1309,7.42272,100.0,24.5,42.9,11.6,919,939,957,957,0
1310,7.3677199999999985,100.0,24.5,42.9,11.5,969,938,964,955,0
1311,7.39836,100.0,24.6,42.9,11.6,966,944,951,956,0
1312,7.43992,100.0,24.6,42.9,11.7,961,946,968,955,0
1313,7.3914,100.0,24.6,42.8,11.5,981,946,970,956,0
1314,7.38513,100.0,24.6,42.8,11.7,976,946,961,958,0
1315,7.41103,100.0,24.6,42.8,11.7,943,944,957,956,0
1316,7.40045,100.0,24.6,42.8,11.8,978,943,955,959,0
1317,7.395569999999997,100.0,24.6,42.9,11.7,924,937,951,978,0
1318,7.38652,100.0,24.6,42.6,11.8,928,944,956,958,0
1319,7.396960000000001,100.0,24.6,42.6,11.7,949,947,960,957,0
1320,7.36326,100.0,24.6,42.6,11.6,938,945,960,958,0
1321,7.37886,100.0,24.6,42.7,11.6,927,946,956,957,1
1322,6.30565,80.0,24.6,42.5,11.9,925,956,938,956,0
1323,5.96776,80.0,24.6,42.4,11.7,942,956,932,956,0
1324,6.25484,80.0,24.7,42.3,19.9,922,957,916,960,0
1325,5.82365,80.0,24.7,42.3,11.8,905,959,906,958,1
1326,6.01105,80.0,24.7,42.4,11.6,912,957,902,957,0
1327,6.02757,80.0,24.8,42.3,11.9,936,957,942,959,0
1328,5.99966,80.0,24.8,42.3,11.7,911,958,916,957,1
1329,5.997730000000002,80.0,24.8,42.3,11.8,910,961,899,961,1
1330,5.9951,80.0,24.8,42.3,11.7,903,958,902,961,0
1331,6.00478,80.0,24.8,42.3,11.6,899,957,899,960,0
1332,5.96969,80.0,24.8,42.4,11.9,921,958,904,961,0
1333,6.00788,80.0,24.8,42.2,12.0,940,959,936,960,0
1334,5.9702800000000025,80.0,24.8,42.2,11.6,936,961,929,961,0
1335,5.96434,80.0,24.8,42.2,11.6,935,958,934,958,0
1336,6.03891,80.0,24.8,42.3,11.8,913,957,918,961,0
1337,5.99567,80.0,24.8,42.4,11.6,900,956,896,959,0
1338,7.25634,100.0,24.8,42.3,11.8,884,955,898,967,0
1339,7.40045,100.0,24.8,42.3,11.4,886,965,893,966,0
1340,7.4008600000000015,100.0,24.8,42.2,11.5,892,958,881,956,0
1341,7.368419999999999,100.0,24.8,42.2,11.4,880,946,899,956,0
1342,7.368419999999999,100.0,24.8,42.2,11.5,873,939,892,939,0
1343,7.37678,100.0,24.8,42.2,11.3,872,952,857,953,0
1344,7.395569999999997,100.0,24.8,42.3,11.5,876,956,868,945,0
1345,7.39,100.0,24.8,42.3,11.4,884,958,885,960,0
1346,7.373989999999999,100.0,24.8,42.3,11.4,860,968,895,960,0
1347,7.37211,100.0,24.8,42.2,11.5,891,953,881,936,0
1348,7.39836,100.0,24.8,42.2,11.4,900,949,896,953,0
1349,7.42899,100.0,24.9,42.1,11.4,867,934,876,958,0
1350,7.4157600000000015,100.0,24.9,41.9,11.5,880,964,873,953,0
1351,7.4156,100.0,24.9,41.8,11.4,882,950,889,948,0
1352,7.433860000000001,100.0,24.9,41.8,11.4,876,935,868,950,0
1353,7.38722,100.0,25.0,42.0,11.8,879,962,875,940,0
1354,7.39643,100.0,24.9,42.1,11.4,893,951,900,945,0
1355,7.374689999999997,100.0,24.9,42.0,11.4,875,935,885,955,0
1356,7.39348,100.0,24.9,42.0,11.5,875,958,879,928,0
1357,7.39791,100.0,24.9,42.1,11.5,861,935,880,944,0
1358,7.3907,100.0,24.9,42.1,11.7,876,943,880,958,0
1359,7.4095,100.0,24.9,42.1,11.5,871,952,878,948,0
1360,7.410189999999999,100.0,24.9,42.0,11.4,839,948,839,950,0
1361,7.4088,100.0,24.9,42.0,11.3,834,970,856,955,0
1362,7.37051,100.0,24.9,41.9,11.7,845,954,851,939,0
1363,7.4130600000000015,100.0,24.9,41.9,11.5,835,962,839,938,0
1364,7.4156,100.0,24.9,41.7,11.7,848,938,832,961,0
1365,7.360760000000001,100.0,24.9,41.4,11.4,844,963,853,939,0
1366,7.39975,100.0,25.0,41.1,11.4,854,930,832,952,0
1367,7.3875899999999985,100.0,24.9,40.8,11.5,847,957,843,956,0
1368,7.42002,100.0,24.9,39.7,11.8,839,939,846,963,0
1369,7.37608,100.0,24.9,39.6,11.5,843,945,828,954,0
1370,7.389310000000001,100.0,24.9,39.6,11.5,848,940,846,939,0
1371,7.4262,100.0,24.9,39.5,11.4,848,957,837,952,0
1372,7.40671,100.0,25.0,39.7,11.6,840,959,854,939,0
1373,7.410889999999997,100.0,24.9,39.9,11.4,845,944,835,953,0
1374,7.436089999999999,100.0,25.0,40.1,11.3,832,947,830,959,1
1375,7.461010000000001,100.0,24.9,40.2,11.9,850,953,840,963,0
1376,7.373289999999999,100.0,25.0,40.8,11.4,855,951,842,946,1
1377,7.34266,100.0,25.1,41.0,11.5,840,954,850,959,0
1378,7.4032300000000015,100.0,25.1,41.1,11.3,835,954,837,953,0
1379,7.41781,100.0,25.1,41.2,11.3,842,939,864,957,0
1380,7.4241199999999985,100.0,25.1,41.2,11.4,831,957,844,957,1
1381,6.06815,80.0,25.1,42.8,12.0,938,961,939,959,1
1382,6.0794,80.0,25.1,42.8,11.7,944,957,940,957,0
1383,6.01504,80.0,25.1,42.9,11.7,938,957,940,959,0
1384,6.01561,80.0,25.1,42.9,11.8,931,956,943,960,1
1385,5.9592199999999975,80.0,25.1,43.0,11.8,904,958,902,958,1
1386,5.9916800000000014,80.0,25.1,43.0,11.7,907,957,918,960,0
1387,5.9689,80.0,25.1,43.0,11.8,917,958,905,956,0
1388,5.98428,80.0,25.1,43.1,11.7,938,958,945,956,0
1389,5.93814,80.0,25.1,43.1,11.7,940,958,945,960,0
1390,5.98639,80.0,25.1,43.1,11.8,911,958,913,959,0
1391,6.01122,80.0,25.1,43.2,11.6,946,958,939,961,0
1392,5.9632,80.0,25.1,43.3,11.7,896,957,893,960,0
